ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
190077,Karnataka,Bangalore,Locality_148,Villa,4,1176,169.36,0.14,2012,Furnished,4,27,13,8,1,Low,No,Yes,"Clubhouse, Gym, Pool, Garden, Playground",North,Builder,Under_Construction,1.0,0.0,0,1,1
190104,Karnataka,Bangalore,Locality_455,Independent House,4,971,416.85,0.43,2005,Semi-furnished,18,30,20,1,9,Medium,Yes,Yes,"Clubhouse, Pool",West,Broker,Ready_to_Move,0.5,0.5,1,1,0
190200,Karnataka,Bangalore,Locality_321,Independent House,2,4085,259.83,0.06,2003,Furnished,7,11,22,10,3,High,No,Yes,"Pool, Gym, Garden, Clubhouse",West,Owner,Ready_to_Move,1.0,1.0,0,1,0
190227,Karnataka,Bangalore,Locality_295,Apartment,1,3233,47.11,0.01,1996,Furnished,20,26,29,10,7,Medium,No,No,Gym,West,Broker,Under_Construction,1.0,0.5,0,0,1
190307,Karnataka,Bangalore,Locality_271,Independent House,1,3079,271.24,0.09,2010,Semi-furnished,9,1,15,1,10,High,No,Yes,"Clubhouse, Gym, Pool, Garden",West,Broker,Ready_to_Move,0.5,1.0,0,1,0
190415,Karnataka,Bangalore,Locality_120,Villa,2,616,374.62,0.61,2022,Unfurnished,16,9,3,9,7,Medium,Yes,No,"Playground, Garden, Gym, Clubhouse",South,Broker,Under_Construction,0.0,0.5,1,0,1
190423,Karnataka,Bangalore,Locality_241,Independent House,5,3311,225.96,0.07,2002,Unfurnished,0,27,23,9,2,High,Yes,No,"Playground, Pool, Clubhouse",North,Broker,Ready_to_Move,0.0,1.0,1,0,0
190430,Karnataka,Bangalore,Locality_71,Independent House,3,3679,99.8,0.03,2016,Semi-furnished,16,27,9,3,6,Low,No,Yes,"Clubhouse, Garden, Gym, Playground, Pool",East,Broker,Ready_to_Move,0.5,0.0,0,1,0
190476,Karnataka,Bangalore,Locality_87,Villa,2,4012,201.66,0.05,2006,Unfurnished,17,11,19,8,4,Medium,No,Yes,"Playground, Clubhouse, Gym, Pool",South,Broker,Under_Construction,0.0,0.5,0,1,1
190535,Karnataka,Bangalore,Locality_81,Independent House,2,3685,462.47,0.13,1993,Furnished,12,22,32,8,10,High,No,No,Garden,West,Owner,Under_Construction,1.0,1.0,0,0,1
190678,Karnataka,Bangalore,Locality_37,Apartment,3,3875,148.28,0.04,2019,Semi-furnished,4,10,6,2,9,Low,No,No,"Playground, Gym",North,Broker,Ready_to_Move,0.5,0.0,0,0,0
190689,Karnataka,Bangalore,Locality_145,Independent House,1,2891,250.77,0.09,2021,Semi-furnished,11,12,4,7,5,Medium,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",North,Broker,Under_Construction,0.5,0.5,1,1,1
190746,Karnataka,Bangalore,Locality_217,Independent House,1,1246,119.63,0.1,2023,Furnished,16,12,2,3,9,High,No,Yes,"Garden, Pool, Playground, Clubhouse, Gym",East,Broker,Ready_to_Move,1.0,1.0,0,1,0
190774,Karnataka,Bangalore,Locality_467,Apartment,2,4401,459.59,0.1,2017,Furnished,30,27,8,10,4,Medium,No,Yes,"Pool, Playground, Garden",West,Broker,Under_Construction,1.0,0.5,0,1,1
190856,Karnataka,Bangalore,Locality_375,Apartment,5,1531,302.07,0.2,2006,Semi-furnished,14,22,19,4,8,High,No,No,"Gym, Clubhouse, Pool, Playground, Garden",West,Owner,Ready_to_Move,0.5,1.0,0,0,0
191076,Karnataka,Bangalore,Locality_485,Villa,5,2132,251.9,0.12,1997,Unfurnished,2,11,28,9,5,Low,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Ready_to_Move,0.0,0.0,1,0,0
191122,Karnataka,Bangalore,Locality_260,Villa,5,2232,288.12,0.13,1998,Furnished,3,13,27,10,8,High,Yes,No,"Pool, Playground",East,Broker,Ready_to_Move,1.0,1.0,1,0,0
191320,Karnataka,Bangalore,Locality_16,Villa,3,4248,433.05,0.1,1998,Furnished,22,20,27,6,6,High,Yes,No,"Garden, Gym, Playground, Clubhouse, Pool",West,Owner,Under_Construction,1.0,1.0,1,0,1
191424,Karnataka,Bangalore,Locality_366,Independent House,1,3101,487.36,0.16,2015,Unfurnished,26,24,10,7,3,Medium,Yes,No,"Gym, Pool, Clubhouse",South,Owner,Ready_to_Move,0.0,0.5,1,0,0
191431,Karnataka,Bangalore,Locality_23,Villa,1,2400,339.92,0.14,2016,Furnished,1,22,9,6,9,High,No,No,"Garden, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move,1.0,1.0,0,0,0
191483,Karnataka,Bangalore,Locality_208,Apartment,1,3518,109.26,0.03,2000,Unfurnished,30,19,25,5,4,Low,No,Yes,"Gym, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move,0.0,0.0,0,1,0
191538,Karnataka,Bangalore,Locality_14,Villa,4,3361,355.53,0.11,2002,Semi-furnished,23,26,23,5,4,Low,Yes,No,"Clubhouse, Playground, Gym",East,Builder,Under_Construction,0.5,0.0,1,0,1
191558,Karnataka,Bangalore,Locality_372,Independent House,5,2602,311.42,0.12,2021,Semi-furnished,0,10,4,7,10,Low,No,Yes,Gym,West,Owner,Under_Construction,0.5,0.0,0,1,1
191590,Karnataka,Bangalore,Locality_417,Villa,1,4303,430.62,0.1,1992,Semi-furnished,16,4,33,9,1,Medium,No,No,"Pool, Gym, Garden, Playground, Clubhouse",North,Builder,Ready_to_Move,0.5,0.5,0,0,0
191686,Karnataka,Bangalore,Locality_416,Apartment,5,1888,221.21,0.12,2016,Unfurnished,2,20,9,3,4,High,Yes,Yes,"Playground, Pool, Gym, Clubhouse",West,Owner,Under_Construction,0.0,1.0,1,1,1
191691,Karnataka,Bangalore,Locality_368,Villa,4,862,401.21,0.47,2012,Furnished,17,6,13,9,2,Low,No,No,"Gym, Pool",East,Builder,Ready_to_Move,1.0,0.0,0,0,0
191792,Karnataka,Bangalore,Locality_408,Villa,5,2454,175.76,0.07,2013,Furnished,4,29,12,9,5,High,No,Yes,Playground,West,Owner,Ready_to_Move,1.0,1.0,0,1,0
191826,Karnataka,Bangalore,Locality_214,Apartment,2,4033,417.53,0.1,2017,Semi-furnished,30,30,8,7,4,Medium,Yes,Yes,"Gym, Pool",South,Broker,Under_Construction,0.5,0.5,1,1,1
191918,Karnataka,Bangalore,Locality_273,Independent House,2,3956,132.58,0.03,2006,Unfurnished,16,30,19,10,10,Medium,No,Yes,"Playground, Gym, Clubhouse, Pool",South,Builder,Ready_to_Move,0.0,0.5,0,1,0
191930,Karnataka,Bangalore,Locality_267,Villa,4,1675,38.98,0.02,1997,Furnished,19,11,28,6,5,Low,No,No,"Garden, Clubhouse",North,Broker,Ready_to_Move,1.0,0.0,0,0,0
191971,Karnataka,Bangalore,Locality_461,Independent House,1,4430,139.83,0.03,2019,Furnished,21,13,6,8,2,Low,No,No,"Garden, Clubhouse",East,Broker,Under_Construction,1.0,0.0,0,0,1
191997,Karnataka,Bangalore,Locality_347,Apartment,3,2098,308.65,0.15,2017,Semi-furnished,30,22,8,10,7,Medium,Yes,Yes,"Gym, Clubhouse",South,Broker,Under_Construction,0.5,0.5,1,1,1
192077,Karnataka,Bangalore,Locality_476,Independent House,4,3965,232.09,0.06,2018,Furnished,18,25,7,6,9,Low,No,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Broker,Ready_to_Move,1.0,0.0,0,1,0
192236,Karnataka,Bangalore,Locality_47,Apartment,1,2645,301.02,0.11,1998,Unfurnished,25,25,27,7,7,Medium,Yes,Yes,"Clubhouse, Pool, Garden",West,Builder,Ready_to_Move,0.0,0.5,1,1,0
192284,Karnataka,Bangalore,Locality_55,Independent House,4,4877,33.65,0.01,2000,Semi-furnished,17,23,25,6,2,Low,No,No,"Garden, Pool",North,Owner,Ready_to_Move,0.5,0.0,0,0,0
192309,Karnataka,Bangalore,Locality_13,Apartment,1,3384,40.22,0.01,2009,Semi-furnished,22,17,16,4,10,High,No,Yes,Playground,North,Broker,Ready_to_Move,0.5,1.0,0,1,0
192366,Karnataka,Bangalore,Locality_381,Independent House,4,1023,381.23,0.37,2011,Unfurnished,24,30,14,10,3,High,Yes,No,"Clubhouse, Garden",East,Builder,Ready_to_Move,0.0,1.0,1,0,0
192429,Karnataka,Bangalore,Locality_87,Villa,1,3602,141.62,0.04,2000,Semi-furnished,9,6,25,5,7,Low,Yes,No,"Clubhouse, Gym, Playground, Pool",East,Owner,Under_Construction,0.5,0.0,1,0,1
192608,Karnataka,Bangalore,Locality_410,Apartment,1,3854,144.45,0.04,2012,Semi-furnished,12,29,13,7,3,Low,No,Yes,"Playground, Clubhouse, Gym, Garden, Pool",South,Broker,Ready_to_Move,0.5,0.0,0,1,0
192614,Karnataka,Bangalore,Locality_473,Villa,2,3337,357.93,0.11,2014,Unfurnished,20,3,11,8,5,Low,No,No,"Clubhouse, Garden",East,Broker,Under_Construction,0.0,0.0,0,0,1
192615,Karnataka,Bangalore,Locality_401,Independent House,4,2779,351.69,0.13,2009,Semi-furnished,27,24,16,1,7,High,Yes,Yes,"Pool, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move,0.5,1.0,1,1,0
192783,Karnataka,Bangalore,Locality_23,Villa,1,3216,418.23,0.13,2013,Unfurnished,26,21,12,9,7,Low,No,No,Clubhouse,North,Broker,Ready_to_Move,0.0,0.0,0,0,0
192861,Karnataka,Bangalore,Locality_374,Independent House,3,4548,299.51,0.07,2023,Unfurnished,29,18,2,6,9,High,Yes,Yes,"Playground, Clubhouse, Gym",East,Owner,Ready_to_Move,0.0,1.0,1,1,0
192889,Karnataka,Bangalore,Locality_248,Villa,4,2410,45.01,0.02,2009,Semi-furnished,14,11,16,6,4,High,Yes,Yes,"Clubhouse, Playground, Pool",South,Broker,Under_Construction,0.5,1.0,1,1,1
192898,Karnataka,Bangalore,Locality_430,Apartment,1,2357,327.02,0.14,2008,Furnished,4,26,17,1,1,Low,Yes,Yes,Garden,West,Builder,Under_Construction,1.0,0.0,1,1,1
193003,Karnataka,Bangalore,Locality_156,Villa,4,1395,237.73,0.17,1990,Furnished,29,20,35,1,5,High,No,No,"Clubhouse, Pool",East,Broker,Ready_to_Move,1.0,1.0,0,0,0
193425,Karnataka,Bangalore,Locality_203,Independent House,3,3593,78.23,0.02,1990,Furnished,8,22,35,8,9,High,Yes,No,Playground,South,Builder,Under_Construction,1.0,1.0,1,0,1
193507,Karnataka,Bangalore,Locality_253,Villa,3,3139,130.0,0.04,2008,Furnished,6,7,17,8,9,Low,No,Yes,"Playground, Gym",North,Builder,Ready_to_Move,1.0,0.0,0,1,0
193523,Karnataka,Bangalore,Locality_35,Independent House,5,1697,260.33,0.15,2005,Furnished,21,5,20,4,7,Low,Yes,No,"Pool, Playground, Clubhouse, Garden",East,Broker,Ready_to_Move,1.0,0.0,1,0,0
193614,Karnataka,Bangalore,Locality_14,Villa,1,3295,295.75,0.09,2007,Unfurnished,25,30,18,1,8,Low,Yes,Yes,"Clubhouse, Pool",West,Broker,Ready_to_Move,0.0,0.0,1,1,0
193617,Karnataka,Bangalore,Locality_246,Apartment,2,1801,247.63,0.14,2022,Furnished,23,4,3,5,6,High,Yes,No,"Pool, Gym, Garden, Playground, Clubhouse",East,Builder,Ready_to_Move,1.0,1.0,1,0,0
193794,Karnataka,Bangalore,Locality_387,Apartment,2,3792,349.52,0.09,2022,Furnished,10,17,3,1,8,Medium,No,Yes,Pool,South,Broker,Under_Construction,1.0,0.5,0,1,1
193886,Karnataka,Bangalore,Locality_410,Villa,1,4899,295.59,0.06,2010,Furnished,22,8,15,1,1,Low,No,Yes,"Clubhouse, Playground",East,Broker,Under_Construction,1.0,0.0,0,1,1
193897,Karnataka,Bangalore,Locality_51,Villa,3,4865,431.02,0.09,2009,Semi-furnished,21,27,16,3,4,Medium,Yes,Yes,"Garden, Gym, Clubhouse",West,Owner,Ready_to_Move,0.5,0.5,1,1,0
193904,Karnataka,Bangalore,Locality_66,Apartment,1,1022,320.49,0.31,2008,Unfurnished,10,23,17,4,5,Low,No,No,Gym,South,Builder,Under_Construction,0.0,0.0,0,0,1
193912,Karnataka,Bangalore,Locality_363,Apartment,1,4183,436.09,0.1,2017,Semi-furnished,27,28,8,2,2,Medium,No,No,"Playground, Garden, Clubhouse",North,Broker,Ready_to_Move,0.5,0.5,0,0,0
193924,Karnataka,Bangalore,Locality_354,Apartment,1,1204,240.13,0.2,2021,Furnished,3,29,4,10,4,High,Yes,Yes,"Garden, Clubhouse, Playground, Gym, Pool",South,Builder,Under_Construction,1.0,1.0,1,1,1
193974,Karnataka,Bangalore,Locality_9,Independent House,2,1923,253.67,0.13,1995,Semi-furnished,0,30,30,9,5,Low,No,No,"Gym, Garden",North,Broker,Under_Construction,0.5,0.0,0,0,1
193976,Karnataka,Bangalore,Locality_290,Apartment,3,3742,186.1,0.05,2022,Unfurnished,16,24,3,5,5,Medium,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",North,Owner,Ready_to_Move,0.0,0.5,1,1,0
193996,Karnataka,Bangalore,Locality_29,Villa,1,905,469.45,0.52,2012,Semi-furnished,16,30,13,3,10,Medium,Yes,No,Pool,South,Owner,Under_Construction,0.5,0.5,1,0,1
194067,Karnataka,Bangalore,Locality_136,Apartment,5,2506,255.42,0.1,1997,Semi-furnished,14,4,28,7,3,Medium,No,No,"Pool, Gym, Playground",West,Owner,Ready_to_Move,0.5,0.5,0,0,0
194085,Karnataka,Bangalore,Locality_462,Independent House,2,4170,412.35,0.1,2003,Furnished,8,11,22,8,1,Low,No,Yes,Pool,South,Owner,Under_Construction,1.0,0.0,0,1,1
194096,Karnataka,Bangalore,Locality_296,Independent House,1,2670,235.41,0.09,2018,Unfurnished,27,3,7,5,1,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Garden",East,Owner,Under_Construction,0.0,0.5,1,1,1
194152,Karnataka,Bangalore,Locality_89,Villa,1,1469,105.76,0.07,2000,Furnished,20,5,25,3,9,High,Yes,Yes,"Playground, Clubhouse, Garden, Pool, Gym",South,Broker,Under_Construction,1.0,1.0,1,1,1
194157,Karnataka,Bangalore,Locality_50,Villa,5,1217,268.33,0.22,2019,Unfurnished,27,6,6,1,4,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Broker,Under_Construction,0.0,0.0,0,0,1
194198,Karnataka,Bangalore,Locality_258,Independent House,3,4998,390.85,0.08,2013,Unfurnished,17,12,12,5,3,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse",South,Owner,Under_Construction,0.0,0.5,1,0,1
194240,Karnataka,Bangalore,Locality_275,Independent House,3,4531,422.8,0.09,2009,Semi-furnished,14,2,16,2,9,High,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",South,Owner,Ready_to_Move,0.5,1.0,0,1,0
194281,Karnataka,Bangalore,Locality_105,Independent House,1,1796,418.88,0.23,2013,Unfurnished,11,16,12,5,5,Medium,Yes,Yes,Gym,South,Builder,Under_Construction,0.0,0.5,1,1,1
194300,Karnataka,Bangalore,Locality_74,Villa,4,2945,62.15,0.02,2011,Semi-furnished,4,3,14,6,5,High,Yes,Yes,"Clubhouse, Playground, Pool, Garden",North,Builder,Under_Construction,0.5,1.0,1,1,1
194310,Karnataka,Bangalore,Locality_61,Independent House,1,1983,207.08,0.1,1992,Furnished,20,28,33,5,4,Medium,Yes,No,"Pool, Gym, Garden",North,Builder,Under_Construction,1.0,0.5,1,0,1
194343,Karnataka,Bangalore,Locality_220,Apartment,2,2507,158.15,0.06,2021,Furnished,7,14,4,8,5,Low,No,Yes,"Clubhouse, Playground, Gym",North,Builder,Under_Construction,1.0,0.0,0,1,1
194420,Karnataka,Bangalore,Locality_46,Apartment,4,2370,197.98,0.08,2020,Unfurnished,8,23,5,1,10,Medium,Yes,No,"Gym, Garden, Pool",West,Builder,Under_Construction,0.0,0.5,1,0,1
194432,Karnataka,Bangalore,Locality_162,Apartment,5,3531,84.26,0.02,2018,Furnished,12,9,7,10,7,Medium,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",East,Builder,Under_Construction,1.0,0.5,0,1,1
194533,Karnataka,Bangalore,Locality_351,Independent House,2,502,69.03,0.14,1992,Furnished,22,21,33,6,5,Medium,No,Yes,"Gym, Garden, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move,1.0,0.5,0,1,0
194547,Karnataka,Bangalore,Locality_22,Apartment,3,4934,479.7,0.1,2009,Unfurnished,9,30,16,2,10,Medium,No,No,Garden,South,Builder,Ready_to_Move,0.0,0.5,0,0,0
194626,Karnataka,Bangalore,Locality_175,Independent House,5,3454,436.92,0.13,2002,Unfurnished,24,2,23,3,3,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Playground",North,Owner,Under_Construction,0.0,0.5,1,1,1
194714,Karnataka,Bangalore,Locality_78,Apartment,5,3232,321.29,0.1,2000,Unfurnished,12,17,25,6,2,High,No,Yes,Gym,West,Broker,Ready_to_Move,0.0,1.0,0,1,0
194722,Karnataka,Bangalore,Locality_116,Independent House,3,4198,220.51,0.05,2016,Unfurnished,28,13,9,3,4,Low,No,Yes,Gym,South,Owner,Ready_to_Move,0.0,0.0,0,1,0
194799,Karnataka,Bangalore,Locality_26,Independent House,4,4043,493.78,0.12,2018,Unfurnished,15,7,7,6,3,High,No,No,Playground,East,Builder,Ready_to_Move,0.0,1.0,0,0,0
194863,Karnataka,Bangalore,Locality_436,Independent House,1,4238,269.9,0.06,2019,Semi-furnished,27,29,6,2,7,High,No,No,"Playground, Pool, Garden, Gym",South,Broker,Under_Construction,0.5,1.0,0,0,1
194991,Karnataka,Bangalore,Locality_298,Apartment,4,3392,386.73,0.11,2008,Semi-furnished,6,28,17,9,7,Low,No,Yes,Clubhouse,East,Broker,Under_Construction,0.5,0.0,0,1,1
195041,Karnataka,Bangalore,Locality_464,Independent House,5,4003,458.7,0.11,2009,Unfurnished,14,19,16,3,5,Low,No,Yes,Clubhouse,East,Builder,Ready_to_Move,0.0,0.0,0,1,0
195216,Karnataka,Bangalore,Locality_109,Apartment,5,4223,147.62,0.03,2019,Furnished,1,13,6,7,6,High,Yes,Yes,Garden,East,Owner,Ready_to_Move,1.0,1.0,1,1,0
195272,Karnataka,Bangalore,Locality_405,Apartment,5,3277,66.52,0.02,1994,Furnished,15,17,31,6,3,High,No,No,"Playground, Pool, Clubhouse",North,Owner,Ready_to_Move,1.0,1.0,0,0,0
195288,Karnataka,Bangalore,Locality_136,Villa,1,1272,216.01,0.17,2015,Unfurnished,13,21,10,3,7,Medium,No,No,"Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move,0.0,0.5,0,0,0
195331,Karnataka,Bangalore,Locality_102,Villa,5,1729,371.72,0.21,1992,Semi-furnished,28,9,33,8,5,Low,No,Yes,"Pool, Garden, Gym, Playground",East,Broker,Ready_to_Move,0.5,0.0,0,1,0
195385,Karnataka,Bangalore,Locality_119,Villa,1,3915,472.13,0.12,2003,Unfurnished,12,28,22,6,1,Medium,No,Yes,"Garden, Playground, Pool, Clubhouse",South,Builder,Under_Construction,0.0,0.5,0,1,1
195421,Karnataka,Bangalore,Locality_381,Apartment,1,2218,367.98,0.17,1992,Furnished,6,19,33,9,4,Medium,Yes,No,"Clubhouse, Pool, Playground",South,Broker,Under_Construction,1.0,0.5,1,0,1
195453,Karnataka,Bangalore,Locality_487,Apartment,5,874,132.89,0.15,1991,Semi-furnished,6,7,34,5,9,Low,No,No,"Garden, Clubhouse",South,Owner,Under_Construction,0.5,0.0,0,0,1
195520,Karnataka,Bangalore,Locality_37,Apartment,5,3656,405.48,0.11,1994,Unfurnished,10,18,31,6,9,Low,No,Yes,"Clubhouse, Garden, Playground",East,Broker,Ready_to_Move,0.0,0.0,0,1,0
195526,Karnataka,Bangalore,Locality_50,Villa,5,2968,51.2,0.02,2010,Furnished,25,15,15,4,3,Medium,Yes,Yes,"Clubhouse, Garden",West,Owner,Under_Construction,1.0,0.5,1,1,1
195589,Karnataka,Bangalore,Locality_484,Villa,4,1805,77.73,0.04,2007,Unfurnished,10,29,18,2,9,High,No,Yes,"Pool, Playground, Garden, Clubhouse",North,Owner,Under_Construction,0.0,1.0,0,1,1
195618,Karnataka,Bangalore,Locality_498,Villa,5,4649,335.53,0.07,1997,Furnished,24,12,28,10,9,Medium,Yes,No,"Garden, Gym",West,Broker,Under_Construction,1.0,0.5,1,0,1
195789,Karnataka,Bangalore,Locality_470,Independent House,3,4820,336.64,0.07,2002,Furnished,21,1,23,4,8,Low,No,No,"Playground, Garden, Clubhouse, Gym, Pool",West,Builder,Ready_to_Move,1.0,0.0,0,0,0
195822,Karnataka,Bangalore,Locality_205,Apartment,5,4157,215.06,0.05,1995,Semi-furnished,11,9,30,7,5,High,No,No,"Clubhouse, Pool, Garden, Playground, Gym",North,Owner,Under_Construction,0.5,1.0,0,0,1
195896,Karnataka,Bangalore,Locality_444,Villa,1,1216,443.98,0.37,1995,Unfurnished,24,10,30,3,10,Low,Yes,Yes,"Playground, Garden, Gym, Pool",West,Builder,Ready_to_Move,0.0,0.0,1,1,0
195937,Karnataka,Bangalore,Locality_148,Apartment,2,1870,78.86,0.04,2008,Furnished,3,7,17,2,7,High,Yes,Yes,Garden,East,Owner,Ready_to_Move,1.0,1.0,1,1,0
195951,Karnataka,Bangalore,Locality_284,Independent House,2,1800,486.09,0.27,2002,Furnished,26,25,23,10,9,Low,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",South,Owner,Under_Construction,1.0,0.0,1,0,1
196401,Karnataka,Bangalore,Locality_494,Villa,4,671,230.5,0.34,2010,Semi-furnished,19,27,15,9,5,High,No,No,"Playground, Pool",West,Broker,Ready_to_Move,0.5,1.0,0,0,0
196495,Karnataka,Bangalore,Locality_85,Apartment,3,4278,286.06,0.07,2015,Furnished,11,21,10,8,4,High,No,No,"Clubhouse, Gym, Playground, Garden, Pool",East,Owner,Under_Construction,1.0,1.0,0,0,1
196591,Karnataka,Bangalore,Locality_452,Independent House,1,2674,123.16,0.05,2006,Unfurnished,23,5,19,2,7,Medium,No,Yes,"Playground, Gym, Pool",North,Builder,Ready_to_Move,0.0,0.5,0,1,0
196610,Karnataka,Bangalore,Locality_33,Apartment,4,3633,421.94,0.12,2001,Semi-furnished,0,4,24,6,10,Low,No,Yes,"Playground, Gym, Pool",South,Broker,Under_Construction,0.5,0.0,0,1,1
196680,Karnataka,Bangalore,Locality_334,Independent House,2,4833,367.87,0.08,2016,Semi-furnished,6,5,9,4,2,Low,No,No,"Garden, Playground, Gym, Clubhouse",South,Builder,Under_Construction,0.5,0.0,0,0,1
196768,Karnataka,Bangalore,Locality_141,Apartment,1,3404,463.31,0.14,2018,Semi-furnished,13,12,7,1,4,Medium,Yes,No,"Gym, Garden",South,Broker,Ready_to_Move,0.5,0.5,1,0,0
196812,Karnataka,Bangalore,Locality_63,Villa,5,509,158.85,0.31,1996,Unfurnished,25,16,29,10,7,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool, Garden",North,Owner,Under_Construction,0.0,0.5,1,0,1
196817,Karnataka,Bangalore,Locality_169,Apartment,5,4590,23.46,0.01,2007,Unfurnished,3,23,18,8,2,Low,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move,0.0,0.0,1,1,0
196955,Karnataka,Bangalore,Locality_81,Independent House,3,3362,89.79,0.03,2001,Semi-furnished,22,26,24,2,2,Low,No,Yes,"Gym, Pool, Playground",South,Owner,Ready_to_Move,0.5,0.0,0,1,0
197042,Karnataka,Bangalore,Locality_460,Apartment,2,3872,446.66,0.12,1992,Semi-furnished,15,23,33,5,8,Medium,No,Yes,"Garden, Gym",North,Builder,Under_Construction,0.5,0.5,0,1,1
197145,Karnataka,Bangalore,Locality_301,Villa,2,3593,392.36,0.11,2022,Semi-furnished,26,13,3,5,4,Low,Yes,No,"Clubhouse, Playground",South,Builder,Under_Construction,0.5,0.0,1,0,1
197208,Karnataka,Bangalore,Locality_172,Independent House,5,1209,146.3,0.12,2002,Semi-furnished,20,21,23,5,7,High,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",West,Broker,Under_Construction,0.5,1.0,1,0,1
197224,Karnataka,Bangalore,Locality_244,Apartment,3,3478,334.24,0.1,2010,Unfurnished,20,11,15,2,4,Medium,No,Yes,"Gym, Garden, Pool, Clubhouse",North,Owner,Ready_to_Move,0.0,0.5,0,1,0
197246,Karnataka,Bangalore,Locality_239,Villa,4,1132,331.92,0.29,2022,Semi-furnished,15,20,3,2,1,High,Yes,No,Gym,South,Builder,Under_Construction,0.5,1.0,1,0,1
197273,Karnataka,Bangalore,Locality_226,Villa,2,4845,291.73,0.06,2004,Unfurnished,4,16,21,5,10,Medium,No,Yes,"Pool, Clubhouse, Playground, Gym",South,Builder,Under_Construction,0.0,0.5,0,1,1
197285,Karnataka,Bangalore,Locality_135,Apartment,5,3879,405.08,0.1,1999,Unfurnished,27,10,26,3,1,Low,Yes,No,"Clubhouse, Gym",East,Owner,Under_Construction,0.0,0.0,1,0,1
197313,Karnataka,Bangalore,Locality_160,Independent House,3,1902,105.41,0.06,2021,Semi-furnished,11,30,4,1,1,High,No,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Builder,Under_Construction,0.5,1.0,0,1,1
197465,Karnataka,Bangalore,Locality_474,Apartment,3,4591,278.42,0.06,1995,Furnished,17,28,30,7,9,Medium,Yes,Yes,"Clubhouse, Garden",South,Owner,Ready_to_Move,1.0,0.5,1,1,0
197482,Karnataka,Bangalore,Locality_356,Villa,5,1666,194.63,0.12,2011,Unfurnished,29,17,14,4,10,High,Yes,Yes,"Playground, Garden, Gym, Clubhouse, Pool",West,Owner,Ready_to_Move,0.0,1.0,1,1,0
197513,Karnataka,Bangalore,Locality_122,Independent House,5,1254,335.7,0.27,1998,Unfurnished,1,23,27,10,5,Low,No,No,Playground,North,Builder,Ready_to_Move,0.0,0.0,0,0,0
197550,Karnataka,Bangalore,Locality_196,Independent House,2,4224,50.08,0.01,1990,Unfurnished,23,30,35,1,4,Medium,No,Yes,"Garden, Pool",North,Broker,Ready_to_Move,0.0,0.5,0,1,0
197692,Karnataka,Bangalore,Locality_207,Independent House,2,4171,318.13,0.08,2017,Semi-furnished,26,23,8,3,6,Medium,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",North,Owner,Under_Construction,0.5,0.5,0,1,1
197700,Karnataka,Bangalore,Locality_394,Independent House,1,2268,448.02,0.2,2016,Furnished,17,13,9,2,1,Medium,No,No,"Playground, Clubhouse, Gym",South,Broker,Ready_to_Move,1.0,0.5,0,0,0
197755,Karnataka,Bangalore,Locality_324,Independent House,2,4135,118.91,0.03,2000,Unfurnished,16,16,25,10,8,High,Yes,No,"Clubhouse, Garden, Pool, Playground",South,Broker,Under_Construction,0.0,1.0,1,0,1
197836,Karnataka,Bangalore,Locality_177,Apartment,2,1708,258.85,0.15,2017,Furnished,7,24,8,1,2,Medium,No,No,"Clubhouse, Gym, Pool, Garden",North,Broker,Under_Construction,1.0,0.5,0,0,1
197966,Karnataka,Bangalore,Locality_212,Villa,3,2687,343.31,0.13,2015,Furnished,29,4,10,3,6,Low,Yes,Yes,"Playground, Gym, Garden",North,Owner,Under_Construction,1.0,0.0,1,1,1
198084,Karnataka,Bangalore,Locality_332,Apartment,1,4433,480.4,0.11,2016,Semi-furnished,25,26,9,2,4,High,No,No,"Clubhouse, Garden, Pool, Playground",East,Owner,Under_Construction,0.5,1.0,0,0,1
